numER;mLOSmbed2;mLOSmbed3;sLOSmbed2;sLOSmbed3;numPOB;edMV;iMAmbed1;iMAmbed2;iMAmbed3;iSAmbed1;iSAmbed2;iSAmbed3;iSOA;iMV;osuMV;f1EDLWBS;f2EDRMBLKD;f3tEDd;f4tEDa;f5pSUc;f6tSUc;f7nCUo;f8nPCUo;f9nACUo;yOEE1c
21;32166;141984;20322;73248;8;44.27;10;14;14;12;12;40;6;15664;11.76;0.661659571;0.871025286;5995084286;1816064286;0.99992;2747631429;29693442.86;10251914.29;2857158571;0.022125771
19;32922;106656;18.99;139296;10;44.33;10;14;43;10;13;20;5;5424;8.4;0;0.015523843;3486058571;4484821429;0.5475;2717354286;33300557.14;17761542.86;7718141429;0.813286143
16;27486;75552;35334;99552;10;47.15;15;5;16;14;11;39;4;14.64;16656;0.369156571;0.713989143;5521902857;6213748571;0.945083857;3263798571;32461214.29;5026068571;1812724286;0.0666432
12;20286;137952;22482;49824;8;22.13;13;11;12;8;9;46;4;14448;4144;0.360968143;0.780788857;5486027143;1021875714;0.99992;2941638571;30020757.14;5635034286;8501147143;0.043009186
8;23274;129312;30186;117024;2;29.57;9;6;24;9;14;44;3;15184;4048;0.004638013;0.281247857;3672822857;1471321429;0.810457;8020705714;28795342.86;3956011429;5974277143;0.447304429
11;32.13;60192;35514;96.48;4;27.95;6;9;47;7;8;24;4;17648;13.68;0;0.016905714;3558341429;4557997143;0.648421286;3671958571;28596100;6260877143;14088171.43;0.808310571
14;32202;51552;21186;49632;6;44.69;6;10;38;15;8;31;5;19408;17296;0;0.021239014;3490185714;4488971429;0.493064857;1334071429;28176900;1190668571;9597430;0.807839143
18;18738;112.8;20.79;134.88;6;31.97;13;13;27;9;13;40;4;18064;7696;0;0.011817286;3544694286;4544117143;0.737159;3046115714;30651542.86;11247185.71;2813935714;0.813538
24;30.33;137376;23742;84;11;47.63;9;11;44;6;10;42;5;13744;6608;0;0.014318186;3502311429;4657702857;0.925428714;2786084286;22334471.43;8277385714;1002061143;0.806555857
11;35946;54816;35226;68832;3;24.11;10;8;39;12;7;29;5;18416;8432;0;0.014583229;354078;4540117143;0.473000286;2014547143;32807328.57;1315401429;15711071.43;0.810968
20;23094;54048;24.03;56544;5;28.01;10;14;36;10;12;27;6;14544;7984;0;0.009318117;3558795714;4558462857;0.920909571;3287614286;28839357.14;9365630;11020757.14;0.814989714
22;30618;102048;21.87;79.2;4;25.73;14;13;30;8;7;22;3;5.04;11536;0;0.007781519;3567554286;4567298571;0.99992;2819828571;35114714.29;15561114.29;6310902857;0.816019429
15;23598;106272;20214;66528;4;23.33;9;11;48;13;14;14;4;6928;18512;0;0.0103483;3560942857;4560615714;0.774891857;9082775714;34442185.71;19683071.43;13781342.86;0.813825714
11;21006;97.44;24714;105888;9;46.43;11;14;43;13;7;32;5;18.16;12944;0;0.028083929;3502968571;4501794286;0.726073714;335142;31065957.14;3527525714;3510155714;0.800852857
20;31986;49056;24.57;49.44;5;39.65;6;9;13;7;6;16;3;11216;7024;0.175614;0.717384857;4839898571;6933918571;0.784997429;2908771429;27385357.14;2438892857;1005136143;0.074720414
15;30978;114.72;20.25;71712;4;37.97;9;8;18;10;6;27;5;17616;9488;0.386466;0.748343571;5523514286;7636112857;0.494869;1915085714;31542528.57;1882190;9376464286;0.054376329
9;23778;132192;26622;75168;3;21.95;7;11;32;10;13;46;2;6832;4.24;0;0.0162269;3581378571;458154;0.99992;2854461429;32274542.86;18025600;16819971.43;0.807372286
21;28134;136032;20.61;137952;4;45.89;8;6;35;7;13;31;5;13648;11664;0.135352143;0.649944143;4595534286;5517367143;0.546892571;1649117143;27935228.57;5394147143;2171808571;0.092539
18;23922;63648;29538;89568;10;38.09;9;8;24;11;13;48;6;14.48;11248;0;0.014079614;3524905714;4523985714;0.999123571;2766611429;26346171.43;6631432857;5997575714;0.812277286
9;19854;78624;19566;116832;6;31.07;8;7;29;15;12;15;4;4752;19.44;0;0.022969357;3518184286;4517274286;0.415767714;2033888571;35936757.14;16355300;2148118571;0.804936286
22;18018;68448;27846;106464;9;35.27;7;13;28;6;15;50;4;14416;18416;0;0.010666714;3533972857;4533167143;0.971861429;3340658571;20698900;7845557143;1462455714;0.814806143
9;25614;98016;32382;116064;11;33.29;11;12;17;14;10;17;3;9776;10736;0.223167857;0.568026857;5035507143;3419465714;0.368579571;2685575714;36773300;19415757.14;2236052857;0.124416
9;24318;97056;21366;56736;6;21.53;13;12;48;11;13;25;2;4496;17.36;0;0.015916414;3582722857;4582824286;0.990999143;474807;36542414.29;24348557.14;29067157.14;0.807431714
24;21762;76128;26082;140064;8;26.87;7;14;27;9;10;43;6;12624;6.64;0;0.007449104;3562981429;4562704286;0.895891714;2765857143;27810371.43;10293371.43;7831868571;0.816537
19;21726;125664;28062;134112;12;22.01;13;13;44;6;15;39;6;8.24;9904;0;0.007707486;3580978571;4581128571;0.99992;2755617143;32199271.43;19008571.43;7284178571;0.814822429
14;21582;121632;18522;50592;6;28.19;13;10;14;7;5;31;4;5648;17776;0.353568857;0.769472286;5467917143;9199821429;0.99992;2743574286;35095214.29;12511571.43;11193614.29;0.047691571
15;24966;122208;27558;93408;9;27.59;10;5;28;9;15;24;3;7472;18.16;0;0.0122379;3560388571;4560055714;0.99992;3652288571;31945242.86;9629435714;1744761429;0.812335857
20;31446;78048;29862;81312;5;33.17;15;6;15;10;10;16;4;7248;14512;0.197148857;0.746626;4865907143;8688941429;0.652928;1334277143;35629171.43;7558404286;2236595714;0.058577614
9;20862;55584;21.51;104.16;11;21.65;11;10;25;8;9;25;6;7.44;13776;0;0.016005143;3581885714;4582048571;0.99992;2749368571;32849242.86;12337300;6039382857;0.807461
20;27738;119136;33822;65376;5;46.37;7;15;48;13;10;18;6;5232;9072;0;0.015426214;3504227143;4503031429;0.99992;2786351429;31393957.14;10407242.86;395975;0.812046
19;24894;140448;34794;101088;5;48.29;14;14;45;14;8;25;5;15312;18192;0;0.017010614;3479451429;4491882857;0.339939286;2257208571;33956785.71;6109264286;1241024286;0.81161
16;23454;65568;33066;99168;11;36.23;13;14;19;12;7;18;7;9584;6032;0;0.015066114;3498838571;4497714286;0.487549143;4072792857;35304328.57;12490971.43;6740994286;0.812852857
17;19.17;61344;26478;101856;7;34.49;8;15;33;9;12;44;7;13904;17264;0;0.0134988;3535985714;4535238571;0.961905429;3023048571;25765885.71;8157198571;3311984286;0.812249429
13;21.87;131616;23346;92256;4;29.09;9;9;24;11;12;48;3;15152;12368;0;0.048463057;3555642857;6720298571;0.891855571;5234022857;26960871.43;2012540;2859537;0.727107571
10;30.15;91488;31554;51552;2;45.77;14;8;47;11;12;18;5;12016;16144;0;0.030453371;348595;4484718571;0.510192286;162268;32390985.71;3041534286;2412924286;0.799928429
15;22.41;127584;22.23;94.56;4;31.67;10;13;16;6;9;39;5;12.88;9.36;0.372744714;0.768940714;55171;9054205714;0.959860857;4768737143;27696457.14;9118008571;6101087143;0.047484971
22;27702;127392;35622;85344;5;24.35;6;7;42;10;7;12;2;10.32;15952;0;0.00736422;353091;4530152857;0.269188286;2761981429;34526114.29;10351742.86;6736140;0.817682571
12;33966;63072;28854;54624;12;44.81;13;14;19;8;9;39;7;5712;18544;0.121367429;0.505198143;4683107143;2731102857;0.99992;27602;32507942.86;10314657.14;8455614286;0.169977
14;30798;66912;28602;90144;10;30.71;9;14;40;11;9;41;5;11824;9104;0;0.0145949;3549667143;454918;0.99992;2764697143;29003900;5512854286;7703197143;0.810877
13;28.35;57.12;21546;86304;9;27.89;8;8;21;15;14;13;6;18352;12.88;0;0.014274386;3516991429;451606;0.243951;4409611429;35872285.71;18991857.14;1502367143;0.812378
9;35.01;104544;20466;97056;11;34.31;8;8;20;9;12;14;2;17456;19888;0.198239143;0.539556714;4947461429;3096074286;0.210201857;2445984286;33908642.86;16726957.14;2236421429;0.137436857
16;31806;119.52;23022;124.32;6;24.23;9;12;21;5;8;17;4;8208;12912;0;0.0100758;3536265714;453555;0.4373;2353892857;32704914.29;18312271.43;9982274286;0.815157714
22;28314;96672;33282;119.52;9;21.41;13;12;49;15;11;47;5;9136;7.76;0;0.006475003;3583017143;4583254286;0.99992;2758838571;34872885.71;12103585.71;14339485.71;0.815779429
23;34038;49632;35046;128736;7;48.77;6;13;27;15;13;22;3;13808;16208;0;0.0141085;347312;4471882857;0.257515714;2991671429;33184542.86;13605442.86;2099271429;0.815194429
19;18054;143.52;29646;55.2;10;48.17;12;10;36;8;14;35;5;14704;8336;0.133215857;0.612986714;4615892857;4566775714;0.959189857;2777014286;26438028.57;2687571429;2410802857;0.109436429
13;23742;94944;30798;70176;6;36.95;14;6;14;7;14;33;4;10.8;15344;0.401186571;0.731504571;562707;6890175714;0.99992;3019381429;31371285.71;6343445714;4124407143;0.0596056
13;34722;79008;22698;89376;11;21.23;8;10;21;12;11;36;6;7216;10928;0;0.010865514;3583375714;4583614286;0.99992;275284;33511571.43;14583542.86;9725921429;0.811898429
18;33642;62.88;28278;143328;2;26.39;12;6;46;10;5;24;5;19.76;10768;0;0.009754663;3560994286;4560685714;0.536237143;5913118571;35371085.71;1938102857;12948100;0.814522857
22;24498;111264;32706;120864;12;31.91;7;12;30;10;7;31;4;4976;16048;0;0.00965052;3544791429;4544212857;0.99992;2754545714;32174457.14;10440885.71;1224074286;0.815442143
23;29826;103008;25938;89184;5;46.67;12;12;12;12;14;28;4;6352;19696;0.633457429;0.868679286;5988014286;1741858571;0.99992;3359174286;35943871.43;22872828.57;1802047143;0.0229737
8;26262;113.76;35.91;81.12;2;20.03;6;11;31;7;9;47;4;4784;7824;0;0.016658414;3588521429;4588865714;0.99992;483712;32047300;17991800;23639785.71;0.806701286
15;25146;63456;18846;53856;3;20.33;15;7;44;14;11;13;6;8176;16.4;0;0.009017539;3567482857;4567402857;0.750236143;125991;36141085.71;11992400;22407185.71;0.814342857
10;21834;77.28;23382;116.64;7;24.05;11;12;45;15;13;29;4;15024;15632;0;0.0160015;3548185714;4547625714;0.512042143;1319934286;34297842.86;15142957.14;8477842857;0.809422429
12;24138;61152;26442;90912;11;40.85;9;12;24;6;8;45;4;12.72;19856;0;0.0226496;350616;4505032857;0.731860857;7567791429;23796857.14;1255811429;1522627143;0.805749
22;18378;133728;19638;63648;5;43.31;5;8;22;14;11;34;4;4688;4272;0.375063;0.780094;5476315714;981242;0.99992;2788938571;34129614.29;15418857.14;7010818571;0.043631814
11;26226;83424;30834;88992;10;39.17;13;5;44;14;7;25;6;19472;7.44;0;0.023730943;3520804286;4523608571;0.615935143;3181292857;33355085.71;1540594286;2933870;0.803855571
10;25254;62688;26874;64416;4;34.01;11;14;29;5;5;46;3;14736;14;0;0.0226286;3506421429;450536;0.365634429;2060211429;30196428.57;7539452857;19917014.29;0.805605714
16;34686;50976;27918;118752;9;36.35;13;13;32;10;13;17;6;17136;9552;0;0.015116014;3492157143;4491007143;0.241427571;5140391429;35409485.71;19399771.43;4337460;0.813185143
13;28494;119904;33534;78816;4;29.81;10;10;20;11;5;24;2;4336;6.16;0.153325286;0.654028143;475515;5433151429;0.99992;2775332857;35371257.14;9001344286;9127852857;0.093241571
14;32994;90912;34398;136992;3;42.35;5;12;18;9;9;44;4;17232;16.08;0.337760571;0.690449714;542292;5628695714;0.714680143;6061327143;26641557.14;6393204286;3954128571;0.074288157
21;23.85;102624;30654;50976;11;25.67;14;13;46;11;8;41;6;19504;12816;0;0.00813305;3542942857;4542358571;0.571232714;1359181429;31870042.86;4275467143;17590842.86;0.816621857
21;25.65;134496;23526;129888;9;41.81;9;8;49;13;7;41;3;19.28;11984;0;0.013246843;3512234286;4511158571;0.718794571;3984834286;30000957.14;19158.3;123425;0.81352
19;30942;117216;26838;108768;12;26.15;12;14;27;10;12;34;5;18672;14704;0;0.009157197;356552;4565287143;0.770956;2801464286;31414900;11750885.71;5633317143;0.814911143
15;34.47;115104;32.85;98976;12;29.69;6;10;43;11;14;19;4;16432;5488;0;0.013169529;3514264286;4513304286;0.362238857;3112665714;32584800;16384428.57;3030472857;0.813615143
18;29682;56544;18126;113952;7;38.81;13;8;48;8;5;49;2;11728;7952;0;0.014345771;3496575714;4495442857;0.551000857;1581237143;31921771.43;9582814286;18507300;0.813592429
11;35334;100128;19.89;124512;11;41.93;14;7;45;13;12;49;5;7408;9.68;0;0.025362029;3514081429;4513008571;0.99992;2777132857;33360557.14;4035004286;5240721429;0.802857857
18;30906;138.72;22.77;60;7;20.63;13;14;44;9;13;31;5;10768;7472;0;0.007625573;3585764286;4586071429;0.99992;2758025714;32033985.71;15233014.29;12393300;0.814670143
18;27558;108;27666;136224;11;47.03;12;8;38;11;14;47;5;7056;14576;0;0.017384071;3503151429;450193;0.99992;2770858571;31522071.43;5488710;2774397143;0.810345857
17;35514;122.4;35946;50784;2;42.77;10;6;19;14;15;23;4;4.56;16784;0.466864571;0.780146286;5745632857;9106125714;0.896180143;7959902857;36360342.86;17496242.86;2924605714;0.044111071
14;32454;138144;30762;74976;3;35.63;12;15;22;8;6;26;5;19216;7344;0.324091;0.716187;533173;6662185714;0.521233286;164367;32662228.57;10542357.14;6365957143;0.064350086
14;34506;132.96;23922;66.72;10;32.63;11;11;28;9;10;46;6;8816;15664;0.0265285;0.501783143;3960132857;3668178571;0.99992;2756804286;30979214.29;7337454286;4594470;0.229142143
11;27.81;66528;24.21;131616;6;32.75;11;15;13;10;14;16;7;10224;7568;0.186456429;0.625927286;4899814286;4303102857;0.348106429;5623155714;36102771.43;26811871.43;2235602857;0.109607286
20;25434;49.44;32.13;56.16;6;29.15;9;7;23;9;12;47;2;9072;17552;0;0.009697381;3554465714;4553971429;0.872113857;5062462857;29954142.86;5015741429;19497157.14;0.814896
16;26802;85536;33786;102624;8;35.09;12;13;49;6;14;13;3;11152;6576;0;0.014592071;3492148571;4490994286;0.281352;4827698571;34521500;22591914.29;9847351429;0.813638857
13;34.83;49248;31194;105.12;2;34.79;7;10;26;13;14;21;5;14896;14128;0;0.017805714;350537;4504295714;0.332890143;272434;33374628.57;14435185.71;1505130;0.809970143
19;18198;97248;22878;106656;6;45.17;5;11;34;6;14;13;6;4112;11216;0;0.015817886;347636;4475131429;0.358546714;5119791429;28278114.29;19020300;6419048571;0.813657571
11;21438;141216;20.07;132.96;3;44.39;11;6;36;9;5;28;7;18512;15408;0.071789057;0.408412571;4355197143;2025588571;0.630239571;6876675714;32204271.43;1140242857;8856144286;0.227701571
21;26442;67104;31374;55776;9;39.41;10;10;46;5;10;44;3;12208;11952;0;0.0124864;3520801429;4519822857;0.99992;3459167143;23426442.86;8091871429;14497700;0.813879571
21;27594;84192;28782;126432;7;30.89;11;11;28;15;9;48;4;18.96;10704;0;0.009786899;3546982857;4546468571;0.808676714;3893732857;31220671.43;1954940;6902355714;0.815142429
21;19458;90144;34434;98016;3;44.57;12;10;39;10;6;32;6;10.64;17168;0;0.014121371;3485351429;4484151429;0.455372143;2185958571;31787128.57;8885398571;1936097143;0.814423714
13;31374;126.24;19.71;116256;6;35.87;15;5;20;14;6;43;4;11.92;6096;0.336573571;0.70623;5388087143;6224001429;0.782585429;1241417143;34593628.57;2942591429;3366498571;0.067774071
14;34074;126816;29502;70752;6;29.63;15;10;14;8;14;35;6;5136;10224;0.446745286;0.796377714;5722138571;1051552857;0.99992;2748451429;36564842.86;23562371.43;10415900;0.039540857
22;20934;93216;22158;103968;8;48.65;14;5;36;14;10;42;3;7.92;17.68;0;0.028111914;3500078571;553535;0.99992;3676395714;32716314.29;2971665714;1276665714;0.776529286
15;26154;76704;33426;114528;4;45.41;11;14;39;8;14;13;3;14832;4784;0;0.020142486;3468552857;4467342857;0.205082714;6336692857;34246257.14;20999728.57;1997681429;0.810247429
17;22.59;135.84;22302;140448;3;36.11;14;11;24;14;15;30;6;11504;18128;0.219559714;0.702960714;4946364286;6723935714;0.482418571;1820244286;35258200;17073571.43;2033277143;0.070831657
19;34866;117792;27126;88608;7;39.59;6;12;34;14;9;21;3;18.8;7376;0;0.013866157;3494852857;4494091429;0.393092571;1942364286;31787600;7613528571;988609;0.814077286
23;26946;125472;24966;54432;9;39.29;8;11;25;9;9;25;6;6256;15.28;0.221202714;0.739473429;4937914286;8621311429;0.99992;2758968571;31357900;10571842.86;9195868571;0.056584257
16;20.79;142368;32.67;54.24;8;25.97;5;11;43;11;8;49;6;19152;12144;0;0.010799343;3541097143;4540488571;0.574664143;1403991429;26821285.71;2505462857;13990300;0.814335571
19;18.45;98976;29.07;102048;11;30.65;10;14;26;10;10;22;4;13232;15.6;0;0.010733114;3521315714;4520402857;0.437483143;1667497143;32927914.29;15096314.29;2639388757;0.815454571
17;29286;120096;21654;126816;5;34.43;13;7;39;14;7;32;2;15856;6928;0;0.013475357;3510207143;4509182857;0.527533143;1444471429;33358728.57;1763477143;4779318571;0.813463857
23;32958;88.8;23598;115488;4;28.07;7;10;37;7;9;18;3;19344;14832;0;0.00812008;3558128571;455777;0.591312714;292935;31511128.57;13988728.57;4676540;0.816013
22;33.03;124.32;19422;84768;4;46.49;10;14;49;5;9;35;4;8592;17808;0;0.014060129;3503181429;4501987143;0.981031429;471122;25241700;5712984286;1151248571;0.813325429
10;31554;89184;31482;137.76;10;24.77;6;10;20;14;8;50;6;10384;4496;0;0.0164805;3572;4571817143;0.99992;2770524286;30776985.71;3458932857;3610227143;0.808137857
11;20178;119712;28026;91296;9;27.17;8;12;35;7;6;18;5;10736;5616;0;0.016433929;3562028571;4561731429;0.722967286;277371;31206900;10791257.14;2059577143;0.808683857
12;28026;139296;21.33;142368;11;26.09;13;6;15;7;10;50;4;16.4;18256;0.361344429;0.757472;5494645714;8547524286;0.886343857;3229845714;30520557.14;2833527143;4588052857;0.050569586
20;33066;97824;19782;52512;9;28.73;10;12;33;11;10;18;3;17552;14672;0;0.009557649;3556292857;4555902857;0.766319714;3374074286;30921371.43;8471487143;2217471429;0.814814714
12;19962;85.92;25.29;62.88;8;32.69;13;14;44;8;8;20;4;5264;6864;0;0.018125014;354204;4541412857;0.99992;2777227143;33684057.14;14289885.71;13346642.86;0.808099714
23;33138;69984;35154;126.24;6;28.55;12;6;14;13;12;38;6;8656;10128;0.034758443;0.601691714;4005235714;7826435714;0.99992;2761797143;33700414.29;4529105714;3629842857;0.174071714
19;33282;81888;29142;135648;7;48.11;14;9;26;13;9;17;7;11568;5.52;0.083771171;0.596891;4364351429;4224244286;0.279474286;7282032857;36274442.86;9089538571;2236347143;0.129495286
10;21258;63264;18774;120288;12;32.81;5;5;39;15;9;16;4;4432;7792;0;0.021830114;352159;4520747143;0.694806143;1742835714;34686385.71;7709528571;8951725714;0.805886429
21;18594;89952;18378;79008;12;25.19;7;7;44;9;13;40;5;11952;8048;0;0.007980947;3569897143;4569687143;0.99992;2760878571;26862042.86;6135727143;14336871.43;0.815690714
22;24.75;81696;32562;58656;5;47.27;9;12;32;13;13;13;6;10512;9424;0;0.0142961;3476281429;4475047143;0.417805286;3549912857;33084771.43;12394057.14;22922.1;0.814857286
23;34398;67872;25.83;136608;4;47.45;13;14;50;7;13;49;2;7728;7184;0;0.013726571;3502577143;4501348571;0.99992;3253204286;29535957.14;9164731429;6037975714;0.813600286
17;26658;126624;25326;126048;6;32.27;14;8;29;11;13;33;5;9328;7408;0;0.0126299;3533828571;4533121429;0.913157857;8687967143;33107342.86;7365564286;1049672857;0.813384571
16;25002;99168;33.03;70944;7;23.39;5;5;22;12;10;26;2;17872;5072;0;0.00972644;3577832857;4577811429;0.701157;3722628571;28787900;6873054286;2130644286;0.813584857
11;26694;92256;24678;65184;2;26.99;7;14;32;6;11;38;4;14.32;19184;0;0.016325114;3537735714;45371;0.564272286;1058344286;24919700;11005371.43;9148567143;0.810061714
16;19206;124704;27378;79392;11;31.61;9;9;18;10;12;49;4;11312;4.4;0.260871286;0.735320143;5128852857;78927;0.99992;2771882857;29784757.14;7020348571;3773881429;0.059239986
18;19.71;55968;29214;122016;11;39.77;12;14;18;13;6;30;2;19536;18736;0;0.014708114;3516972857;4517135714;0.631061143;5058108571;33271814.29;6061027143;5563691429;0.812018571
10;35442;103.2;34.29;127008;7;27.77;11;8;23;8;7;39;2;4.4;9296;0;0.018476543;3559602857;4559265714;0.99992;2956907143;34229814.29;7220355714;3983715714;0.806939286
15;28818;78816;23418;104352;4;35.93;13;12;42;7;11;36;7;17008;4.72;0;0.015937257;3531782857;4530992857;0.714071857;3777175714;29484714.29;6904272857;4180208571;0.810348714
16;22014;82.08;30114;100704;9;41.99;7;5;36;13;8;42;5;15.6;7.92;0;0.017727714;3497572857;4527118571;0.685326714;1265034286;28209142.86;4345690;1135502857;0.809279429
11;34434;99936;35082;77856;9;25.25;12;10;48;10;13;37;4;12528;15536;0;0.015272729;3569841429;4569642857;0.99992;296974;30348171.43;5574155714;8970872857;0.809331
17;19494;130656;18738;116448;7;24.29;12;8;42;7;7;27;4;7088;15.76;0;0.009506554;3573808571;4573634286;0.99992;2748914286;32717700;6648681429;5731692857;0.814007857
8;27162;56928;28998;123168;4;28.79;5;8;35;8;6;42;3;12144;12112;0;0.0239442;3528032857;4527218571;0.558379429;143299;26938771.43;9635404286;9101027143;0.803412571
14;30.51;108192;25362;87072;10;31.01;12;14;30;11;8;22;3;8944;15088;0;0.014737557;353347;4532747143;0.746929857;820743;33038171.43;9919522857;3396527714;0.811522429
17;22878;134112;22.41;91872;11;33.71;14;12;23;10;11;46;4;6864;16944;0.191434857;0.698659714;486177;6880081429;0.99992;2759427143;34395842.86;15063914.29;5475368571;0.071857757
12;26622;57888;22518;93792;3;32.93;7;9;41;9;15;49;4;7536;4944;0;0.018258114;3541215714;4540582857;0.99992;3190792857;29227000;12500385.71;20002871.43;0.808006429
18;24.93;78.24;31914;70368;11;23.03;8;11;16;11;12;24;6;18896;8752;0;0.008512663;3579104286;4579131429;0.723330714;27581;30191900;9076180;114595.5;0.814492
13;34578;93024;35982;109.92;2;26.33;8;9;17;12;12;38;4;4592;4368;0.005015996;0.399949429;367352;3280891429;0.99992;3357915714;34762800;15725814.29;4164498571;0.349789429
10;32742;129504;21582;138912;6;43.25;12;11;40;8;11;40;4;7888;5552;0;0.028776514;3510981429;450985;0.99992;2791544286;29991428.57;6129792857;207292;0.799988
23;19314;93408;31842;131808;2;20.27;7;15;27;9;11;27;3;5008;16112;0;0.005863693;3575554286;457556;0.866787;7527517143;33608785.71;23915357.14;5785012857;0.816855714
18;22698;71712;21006;122208;4;46.73;15;11;35;8;14;32;6;13.2;15696;0;0.017273214;3487455714;4486202857;0.562288429;1482714286;31175100;8803481429;1351458571;0.811505
18;22914;107808;35766;74208;9;42.89;5;6;24;13;9;48;5;4016;17584;0.200285143;0.677911857;4914955714;5729424286;0.99992;275826;33106057.14;5369584286;10697342.86;0.084169814
18;31914;106.08;32958;115.68;9;34.67;5;13;39;7;10;49;6;18384;14384;0;0.012815343;3535298571;4534577143;0.801692;2945614286;21150757.14;4416354286;1466067143;0.812911143
20;25074;87456;25398;60384;5;36.89;13;12;27;14;7;42;5;8.4;4176;0;0.012272371;3528947143;4528105714;0.99992;2791518571;33357900;4020277143;7775870;0.813726286
